Examens,Sujet,Nom,Prénom,Matiere,Lycée,Surveillant,Date
570,Examen Ier Trimestre;1,Mcdonald,Derrick,Anglais;4,Chavagne;2,Daniel Bertin-Martin;5,2002-12-25 21:14:34
571,Examen 3eme Trimestre;3,Johnson,Rita,Francais;5,Lycée Clemenceau;5Lycée Saint Stanislas;6,Thibaut Boulay;6,1973-02-10 10:17:53
572,Examen 2eme Trimestre;2,Porter,David,Hist-Géo;2,Loquidy;1,Augustin Gauthier-Allard;9,1994-03-10 00:27:02
573,Examen 2eme Trimestre;2,Farmer,Tiffany,Math;1,Lycée Clemenceau;5Lycée Saint Stanislas;6,Corinne du Gaillard;1,2020-10-21 12:29:47
574,Examen 3eme Trimestre;3,Garcia,Michael,Allemand;3,Loquidy;1,Daniel Bertin-Martin;5,2016-10-29 15:00:16
575,Examen Ier Trimestre;1,Guzman,Nicole,Anglais;4,La Perverie;4,Raymond-Philippe Bernard;4,1976-05-04 04:44:36
576,Examen Ier Trimestre;1,Dixon,Joseph,Anglais;4,Lycée Clemenceau;5Lycée Saint Stanislas;6,Pauline Boulay	;3,1999-12-09 14:19:33
577,Examen Ier Trimestre;1,Hall,Diana,Allemand;3,Loquidy;1,Emmanuel Fernandes-Lopez	;	2	,1986-05-21 16:36:00
578,Examen 3eme Trimestre;3,Mcgrath,Robert,Hist-Géo;2,Notre Dame de toutes Aides;3,Raymond-Philippe Bernard;4,2024-02-06 17:58:12
579,Examen Ier Trimestre;1,Fisher,Heidi,Francais;5,Lycée Clemenceau;5Lycée Saint Stanislas;6,Pauline Boulay	;3,1995-03-12 05:35:26
580,Examen Ier Trimestre;1,Miller,Julie,Anglais;4,Loquidy;1,Juliette Renault;13,1970-07-30 07:57:37
581,Examen Ier Trimestre;1,Crawford,Angela,Math;1,Notre Dame de toutes Aides;3,Daniel Bertin-Martin;5,1979-01-25 08:23:50
582,Examen 2eme Trimestre;2,Torres,Brittany,Hist-Géo;2,Chavagne;2,Marguerite Michel;8,1985-08-25 10:26:56
583,Examen Ier Trimestre;1,Campbell,Charles,Allemand;3,Notre Dame de toutes Aides;3,Emmanuel Fernandes-Lopez	;	2	,2015-04-15 22:09:24
584,Examen 3eme Trimestre;3,Little,Troy,Math;1,Notre Dame de toutes Aides;3,Jacqueline de Bruneau;7,1990-08-22 06:22:21
585,Examen 2eme Trimestre;2,Rivera,Kathryn,Anglais;4,Notre Dame de toutes Aides;3,Jacqueline de Bruneau;7,2000-11-22 03:35:43
586,Examen 3eme Trimestre;3,Harris,Kristy,Hist-Géo;2,Notre Dame de toutes Aides;3,Théophile-Michel Renault;12,2006-03-06 13:51:55
587,Examen 3eme Trimestre;3,Cruz,Samantha,Anglais;4,Loquidy;1,Augustin Gauthier-Allard;9,1992-06-04 11:34:55
588,Examen 2eme Trimestre;2,Spence,Shannon,Hist-Géo;2,Notre Dame de toutes Aides;3,Jacqueline de Bruneau;7,1992-03-06 15:03:59
589,Examen 2eme Trimestre;2,Austin,Jeremy,Francais;5,Lycée Clemenceau;5Lycée Saint Stanislas;6,Raymond-Philippe Bernard;4,1990-04-26 06:14:45
590,Examen 3eme Trimestre;3,Williams,Debra,Hist-Géo;2,La Perverie;4,Théophile-Michel Renault;12,2006-10-18 12:31:49
591,Examen 2eme Trimestre;2,Norman,Mary,Anglais;4,La Perverie;4,Marguerite Michel;8,2020-04-14 12:17:21
592,Examen Ier Trimestre;1,Mayer,Alyssa,Anglais;4,La Perverie;4,Thibaut Boulay;6,1978-02-27 10:38:49
593,Examen 3eme Trimestre;3,Johnson,Joshua,Math;1,Notre Dame de toutes Aides;3,Juliette Renault;13,1987-01-30 04:37:52
594,Examen 3eme Trimestre;3,Bryant,Adam,Hist-Géo;2,Notre Dame de toutes Aides;3,Marguerite Michel;8,1993-08-09 19:37:56
595,Examen 2eme Trimestre;2,Santos,Natalie,Francais;5,Loquidy;1,Raymond-Philippe Bernard;4,2000-04-04 17:16:56
596,Examen Ier Trimestre;1,Smith,William,Francais;5,Lycée Clemenceau;5Lycée Saint Stanislas;6,Daniel Bertin-Martin;5,2012-07-20 07:02:01
597,Examen 2eme Trimestre;2,Martinez,Donna,Hist-Géo;2,Notre Dame de toutes Aides;3,Marguerite Michel;8,2024-05-25 16:09:57
598,Examen Ier Trimestre;1,Johnson,Ashley,Francais;5,Loquidy;1,Jacqueline de Bruneau;7,1991-07-19 07:17:47
599,Examen Ier Trimestre;1,Velasquez,Alicia,Allemand;3,Chavagne;2,Sophie Parent;11,2019-10-21 03:49:43
600,Examen 2eme Trimestre;2,Ross,Sally,Anglais;4,Lycée Clemenceau;5Lycée Saint Stanislas;6,Corinne du Gaillard;1,2021-01-29 07:24:11
601,Examen 3eme Trimestre;3,Williams,Jose,Math;1,Notre Dame de toutes Aides;3,Eleonore Leroy Le Giraud;14,1970-05-12 05:12:43
602,Examen 3eme Trimestre;3,Estrada,Christopher,Anglais;4,Chavagne;2,Daniel Bertin-Martin;5,1976-09-13 11:28:00
603,Examen 3eme Trimestre;3,Combs,Charlotte,Hist-Géo;2,Chavagne;2,Marcel Didier;10,2020-04-29 19:18:24
604,Examen 3eme Trimestre;3,Whitney,Justin,Math;1,Loquidy;1,Daniel Bertin-Martin;5,1999-03-28 17:47:22
605,Examen 2eme Trimestre;2,Phillips,Angel,Francais;5,La Perverie;4,Marguerite Michel;8,1992-07-04 18:58:48
606,Examen Ier Trimestre;1,Gonzalez,Christina,Math;1,Lycée Clemenceau;5Lycée Saint Stanislas;6,Augustin Gauthier-Allard;9,1991-09-13 17:04:37
607,Examen Ier Trimestre;1,Buck,Richard,Francais;5,La Perverie;4,Sophie Parent;11,1981-04-20 16:05:57
608,Examen 2eme Trimestre;2,Anderson,William,Francais;5,Notre Dame de toutes Aides;3,Emmanuel Fernandes-Lopez	;	2	,1984-11-29 11:39:27
609,Examen 3eme Trimestre;3,Cooley,Sara,Francais;5,Loquidy;1,Marguerite Michel;8,2023-04-17 14:01:20
610,Examen Ier Trimestre;1,Miller,James,Math;1,Lycée Clemenceau;5Lycée Saint Stanislas;6,Emmanuel Fernandes-Lopez	;	2	,1975-05-05 22:17:23
611,Examen 3eme Trimestre;3,Cook,Christina,Allemand;3,Loquidy;1,Marcel Didier;10,2015-08-07 02:48:37
612,Examen 2eme Trimestre;2,Shepard,Maurice,Math;1,La Perverie;4,Marcel Didier;10,2005-07-30 23:18:16
613,Examen 2eme Trimestre;2,Holt,Grant,Math;1,Notre Dame de toutes Aides;3,Augustin Gauthier-Allard;9,2015-07-17 01:31:07
614,Examen 3eme Trimestre;3,Foster,Jacqueline,Francais;5,Loquidy;1,Pauline Boulay	;3,1978-09-05 19:28:08
615,Examen 2eme Trimestre;2,Edwards,Sonya,Hist-Géo;2,Loquidy;1,Emmanuel Fernandes-Lopez	;	2	,1989-01-15 19:51:38
616,Examen Ier Trimestre;1,Martinez,James,Francais;5,Notre Dame de toutes Aides;3,Eleonore Leroy Le Giraud;14,2019-02-17 03:24:04
617,Examen 3eme Trimestre;3,Turner,Bradley,Francais;5,La Perverie;4,Augustin Gauthier-Allard;9,1978-06-03 02:48:48
618,Examen 2eme Trimestre;2,Dunn,Justin,Allemand;3,Notre Dame de toutes Aides;3,Jacqueline de Bruneau;7,2017-02-17 07:59:29
619,Examen Ier Trimestre;1,Gray,Gary,Francais;5,Notre Dame de toutes Aides;3,Pauline Boulay	;3,2019-04-20 14:24:39
620,Examen Ier Trimestre;1,Lane,Angelica,Allemand;3,Notre Dame de toutes Aides;3,Daniel Bertin-Martin;5,2020-08-14 11:16:52
621,Examen 3eme Trimestre;3,Bright,Anna,Allemand;3,Chavagne;2,Eleonore Leroy Le Giraud;14,2019-04-19 04:54:05
622,Examen 3eme Trimestre;3,Wood,Michelle,Francais;5,Notre Dame de toutes Aides;3,Juliette Renault;13,1984-09-22 06:36:21
623,Examen Ier Trimestre;1,Brown,Michael,Anglais;4,Notre Dame de toutes Aides;3,Thibaut Boulay;6,2024-09-05 00:23:32
624,Examen Ier Trimestre;1,Rogers,Michael,Hist-Géo;2,La Perverie;4,Raymond-Philippe Bernard;4,1993-04-18 16:47:17
625,Examen Ier Trimestre;1,Baker,Barbara,Allemand;3,Lycée Clemenceau;5Lycée Saint Stanislas;6,Eleonore Leroy Le Giraud;14,1977-02-17 07:38:52
626,Examen Ier Trimestre;1,Ramirez,Robin,Hist-Géo;2,La Perverie;4,Juliette Renault;13,1994-06-28 19:50:17
627,Examen 3eme Trimestre;3,Jones,Michael,Hist-Géo;2,Notre Dame de toutes Aides;3,Thibaut Boulay;6,1978-12-07 08:55:00
628,Examen 3eme Trimestre;3,Wilson,Kenneth,Hist-Géo;2,Chavagne;2,Pauline Boulay	;3,2022-11-18 22:37:07
629,Examen Ier Trimestre;1,Zimmerman,Elizabeth,Francais;5,Loquidy;1,Corinne du Gaillard;1,1991-08-24 14:06:23
630,Examen 3eme Trimestre;3,Frost,Karen,Francais;5,Notre Dame de toutes Aides;3,Marguerite Michel;8,2010-06-02 17:06:33
631,Examen 2eme Trimestre;2,Merritt,Melinda,Math;1,Loquidy;1,Juliette Renault;13,1995-06-12 13:58:25
632,Examen 2eme Trimestre;2,Williamson,Andrea,Francais;5,Chavagne;2,Pauline Boulay	;3,1985-11-25 14:51:06
633,Examen 2eme Trimestre;2,Wright,Jackie,Math;1,Loquidy;1,Augustin Gauthier-Allard;9,1982-12-12 05:37:06
634,Examen Ier Trimestre;1,Patel,Linda,Math;1,Loquidy;1,Corinne du Gaillard;1,2019-04-13 16:08:00
635,Examen 2eme Trimestre;2,Turner,Edwin,Allemand;3,Loquidy;1,Emmanuel Fernandes-Lopez	;	2	,1971-08-05 10:10:01
636,Examen 2eme Trimestre;2,Reynolds,Savannah,Anglais;4,Chavagne;2,Augustin Gauthier-Allard;9,2013-07-02 15:17:08
637,Examen Ier Trimestre;1,Cochran,Maria,Allemand;3,Lycée Clemenceau;5Lycée Saint Stanislas;6,Marcel Didier;10,1992-08-21 02:13:54
638,Examen 3eme Trimestre;3,Alexander,Michael,Hist-Géo;2,Notre Dame de toutes Aides;3,Sophie Parent;11,1993-04-21 03:14:20
639,Examen Ier Trimestre;1,Wells,Melissa,Francais;5,Notre Dame de toutes Aides;3,Jacqueline de Bruneau;7,2003-03-08 21:42:42
640,Examen Ier Trimestre;1,Russell,Mason,Math;1,Chavagne;2,Corinne du Gaillard;1,2015-06-15 18:39:36
641,Examen Ier Trimestre;1,Ewing,Brandi,Francais;5,Chavagne;2,Raymond-Philippe Bernard;4,1970-05-01 23:29:54
642,Examen 2eme Trimestre;2,Buchanan,Heather,Francais;5,Chavagne;2,Corinne du Gaillard;1,2001-07-14 04:53:35
643,Examen Ier Trimestre;1,Bishop,Jocelyn,Francais;5,Loquidy;1,Marcel Didier;10,1975-11-04 10:35:07
644,Examen Ier Trimestre;1,Houston,Jack,Allemand;3,La Perverie;4,Pauline Boulay	;3,1996-06-15 11:45:12
645,Examen Ier Trimestre;1,Johnston,Kyle,Allemand;3,Notre Dame de toutes Aides;3,Juliette Renault;13,1978-01-23 19:54:59
646,Examen 3eme Trimestre;3,Harrington,William,Math;1,Loquidy;1,Jacqueline de Bruneau;7,2001-02-05 07:08:37
647,Examen 3eme Trimestre;3,Martin,Claire,Math;1,Loquidy;1,Corinne du Gaillard;1,1981-01-17 20:54:16
648,Examen Ier Trimestre;1,Cooper,Heidi,Allemand;3,Notre Dame de toutes Aides;3,Augustin Gauthier-Allard;9,1987-10-18 05:10:30
649,Examen Ier Trimestre;1,Newton,Sheila,Hist-Géo;2,Lycée Clemenceau;5Lycée Saint Stanislas;6,Marcel Didier;10,2018-09-23 07:52:26
650,Examen Ier Trimestre;1,Brewer,Matthew,Anglais;4,Chavagne;2,Corinne du Gaillard;1,1984-07-28 17:41:46
651,Examen 3eme Trimestre;3,Vance,Christopher,Math;1,Chavagne;2,Sophie Parent;11,2005-07-27 15:59:29
652,Examen 2eme Trimestre;2,Swanson,Wendy,Math;1,Chavagne;2,Emmanuel Fernandes-Lopez	;	2	,1995-04-08 01:04:26
653,Examen Ier Trimestre;1,Lewis,Eric,Hist-Géo;2,Notre Dame de toutes Aides;3,Marcel Didier;10,2021-03-29 22:41:43
654,Examen Ier Trimestre;1,Torres,Virginia,Francais;5,Notre Dame de toutes Aides;3,Sophie Parent;11,1992-02-14 02:16:53
655,Examen 2eme Trimestre;2,Rice,Maria,Francais;5,La Perverie;4,Pauline Boulay	;3,1988-04-28 07:21:11
656,Examen 2eme Trimestre;2,Sanchez,Suzanne,Math;1,Lycée Clemenceau;5Lycée Saint Stanislas;6,Raymond-Philippe Bernard;4,2014-06-23 08:42:31
657,Examen 2eme Trimestre;2,Cobb,Catherine,Hist-Géo;2,Loquidy;1,Thibaut Boulay;6,1990-09-04 02:15:36
658,Examen 2eme Trimestre;2,Daniels,Courtney,Hist-Géo;2,Loquidy;1,Jacqueline de Bruneau;7,1976-12-15 12:45:33
659,Examen Ier Trimestre;1,Lopez,James,Allemand;3,La Perverie;4,Daniel Bertin-Martin;5,2015-10-26 17:39:40
660,Examen 3eme Trimestre;3,Chen,Sandra,Francais;5,Loquidy;1,Juliette Renault;13,1985-01-10 03:02:54
661,Examen Ier Trimestre;1,Chang,Jonathan,Hist-Géo;2,Chavagne;2,Juliette Renault;13,2003-09-28 20:12:54
662,Examen 2eme Trimestre;2,Cook,Kevin,Francais;5,Chavagne;2,Pauline Boulay	;3,1985-03-19 14:47:08
663,Examen 2eme Trimestre;2,Henderson,Michelle,Math;1,Loquidy;1,Corinne du Gaillard;1,1994-06-21 00:29:23
664,Examen 2eme Trimestre;2,Johnson,Sarah,Anglais;4,Loquidy;1,Sophie Parent;11,2023-10-08 16:34:03
665,Examen 3eme Trimestre;3,Simmons,Samantha,Hist-Géo;2,Notre Dame de toutes Aides;3,Théophile-Michel Renault;12,1978-05-09 11:32:54
666,Examen 2eme Trimestre;2,Brown,William,Hist-Géo;2,Notre Dame de toutes Aides;3,Sophie Parent;11,2003-06-15 12:35:35
667,Examen 3eme Trimestre;3,Walker,Julia,Anglais;4,Loquidy;1,Eleonore Leroy Le Giraud;14,2004-08-27 12:45:23
668,Examen 3eme Trimestre;3,Hoover,Amy,Anglais;4,La Perverie;4,Marcel Didier;10,2005-07-27 11:57:44
669,Examen 2eme Trimestre;2,Kelly,Tracy,Allemand;3,Chavagne;2,Thibaut Boulay;6,2010-06-10 09:22:05
670,Examen 2eme Trimestre;2,Smith,Kelly,Math;1,Chavagne;2,Marguerite Michel;8,2004-06-26 01:05:21
671,Examen 3eme Trimestre;3,Guzman,Mark,Francais;5,La Perverie;4,Raymond-Philippe Bernard;4,1979-04-29 17:01:47
672,Examen 3eme Trimestre;3,Huff,Jessica,Francais;5,Loquidy;1,Sophie Parent;11,1977-03-19 15:29:34
673,Examen 3eme Trimestre;3,Meyers,Sarah,Allemand;3,Loquidy;1,Corinne du Gaillard;1,1984-11-13 22:42:33
674,Examen 2eme Trimestre;2,Vance,Lawrence,Anglais;4,Loquidy;1,Sophie Parent;11,1976-03-12 04:05:37
675,Examen 2eme Trimestre;2,Haney,Regina,Anglais;4,Loquidy;1,Marguerite Michel;8,1992-08-07 15:03:51
676,Examen 2eme Trimestre;2,Garrett,Jennifer,Anglais;4,La Perverie;4,Théophile-Michel Renault;12,2002-10-21 11:29:11
677,Examen 2eme Trimestre;2,Mullins,Marcia,Francais;5,Notre Dame de toutes Aides;3,Marcel Didier;10,2023-12-29 02:21:09
678,Examen 2eme Trimestre;2,Nguyen,Nicholas,Anglais;4,La Perverie;4,Daniel Bertin-Martin;5,1993-07-28 17:48:25
679,Examen Ier Trimestre;1,Barrera,Brittany,Hist-Géo;2,La Perverie;4,Juliette Renault;13,1974-07-23 18:38:34
680,Examen 3eme Trimestre;3,Boone,Samuel,Hist-Géo;2,Chavagne;2,Pauline Boulay	;3,2008-05-15 08:42:23
681,Examen Ier Trimestre;1,Gilbert,Amber,Anglais;4,Loquidy;1,Raymond-Philippe Bernard;4,2007-09-06 08:52:59
682,Examen 3eme Trimestre;3,Giles,Linda,Math;1,Loquidy;1,Thibaut Boulay;6,1987-03-12 15:44:54
683,Examen Ier Trimestre;1,Dorsey,Peter,Math;1,Notre Dame de toutes Aides;3,Juliette Renault;13,1991-02-27 09:52:01
684,Examen 2eme Trimestre;2,Sullivan,Gloria,Hist-Géo;2,Notre Dame de toutes Aides;3,Théophile-Michel Renault;12,2012-03-24 16:09:48
685,Examen 3eme Trimestre;3,Hayes,Noah,Hist-Géo;2,Lycée Clemenceau;5Lycée Saint Stanislas;6,Marguerite Michel;8,2011-04-16 10:49:41
686,Examen Ier Trimestre;1,Miller,Marcus,Math;1,Chavagne;2,Juliette Renault;13,1995-07-08 15:36:43
687,Examen 3eme Trimestre;3,Terry,Mike,Francais;5,Chavagne;2,Jacqueline de Bruneau;7,1998-12-10 17:16:39
688,Examen 3eme Trimestre;3,Bates,Jennifer,Math;1,La Perverie;4,Sophie Parent;11,2004-05-12 21:56:59
689,Examen Ier Trimestre;1,Gregory,Tammie,Anglais;4,Notre Dame de toutes Aides;3,Corinne du Gaillard;1,2011-10-24 18:55:25
690,Examen 3eme Trimestre;3,Simmons,Teresa,Math;1,Notre Dame de toutes Aides;3,Daniel Bertin-Martin;5,1996-07-27 03:21:38
691,Examen 3eme Trimestre;3,Taylor,Penny,Allemand;3,Lycée Clemenceau;5Lycée Saint Stanislas;6,Marcel Didier;10,2007-09-08 03:10:02
692,Examen 3eme Trimestre;3,Phillips,Laura,Hist-Géo;2,Loquidy;1,Corinne du Gaillard;1,2016-01-31 08:31:57
693,Examen 3eme Trimestre;3,Hansen,Kaitlyn,Hist-Géo;2,Lycée Clemenceau;5Lycée Saint Stanislas;6,Daniel Bertin-Martin;5,1977-05-19 11:19:07
694,Examen Ier Trimestre;1,Shelton,Kathy,Math;1,La Perverie;4,Théophile-Michel Renault;12,2002-08-02 04:52:20
695,Examen Ier Trimestre;1,Buckley,Peter,Anglais;4,Loquidy;1,Corinne du Gaillard;1,2011-08-21 03:47:35
696,Examen Ier Trimestre;1,Mcpherson,Richard,Hist-Géo;2,La Perverie;4,Daniel Bertin-Martin;5,1983-06-19 09:53:12
697,Examen 3eme Trimestre;3,Morton,Jack,Anglais;4,Lycée Clemenceau;5Lycée Saint Stanislas;6,Marcel Didier;10,1975-01-20 23:08:34
698,Examen 3eme Trimestre;3,Robbins,Joseph,Math;1,Lycée Clemenceau;5Lycée Saint Stanislas;6,Juliette Renault;13,1971-08-25 17:15:02
699,Examen 2eme Trimestre;2,Brewer,Katie,Francais;5,La Perverie;4,Raymond-Philippe Bernard;4,1977-04-12 00:01:48
700,Examen 2eme Trimestre;2,Wolfe,Bradley,Allemand;3,Loquidy;1,Marcel Didier;10,2015-04-18 13:44:14
701,Examen 3eme Trimestre;3,Oliver,Amanda,Math;1,Chavagne;2,Jacqueline de Bruneau;7,2004-02-18 12:15:06
702,Examen Ier Trimestre;1,Bridges,Shaun,Anglais;4,Lycée Clemenceau;5Lycée Saint Stanislas;6,Emmanuel Fernandes-Lopez	;	2	,1985-07-27 16:50:00
703,Examen 3eme Trimestre;3,Russell,Cassandra,Math;1,Loquidy;1,Marcel Didier;10,2017-11-08 04:05:33
704,Examen Ier Trimestre;1,Cruz,Victoria,Anglais;4,La Perverie;4,Juliette Renault;13,1990-05-27 21:12:20
705,Examen 3eme Trimestre;3,Stein,John,Allemand;3,Loquidy;1,Thibaut Boulay;6,1999-05-10 03:42:08
706,Examen 3eme Trimestre;3,Collins,Rhonda,Allemand;3,Chavagne;2,Jacqueline de Bruneau;7,1987-06-01 02:30:19
707,Examen 2eme Trimestre;2,Hunter,Jonathan,Math;1,Loquidy;1,Eleonore Leroy Le Giraud;14,1977-02-12 01:17:52
708,Examen 3eme Trimestre;3,Juarez,Amanda,Hist-Géo;2,La Perverie;4,Juliette Renault;13,1973-09-06 11:22:18
709,Examen Ier Trimestre;1,Cline,Samuel,Allemand;3,Chavagne;2,Marcel Didier;10,1994-08-12 14:13:23
710,Examen 2eme Trimestre;2,Hudson,Susan,Anglais;4,Loquidy;1,Marcel Didier;10,1979-11-20 20:11:04
711,Examen 3eme Trimestre;3,Browning,Jonathan,Allemand;3,Chavagne;2,Marguerite Michel;8,2009-03-05 12:58:48
712,Examen 2eme Trimestre;2,Nelson,Kimberly,Francais;5,Chavagne;2,Thibaut Boulay;6,2023-07-12 13:04:12
713,Examen 3eme Trimestre;3,Peterson,Marcus,Francais;5,Notre Dame de toutes Aides;3,Emmanuel Fernandes-Lopez	;	2	,2007-07-24 11:59:57
714,Examen Ier Trimestre;1,Carrillo,Nicholas,Anglais;4,Lycée Clemenceau;5Lycée Saint Stanislas;6,Emmanuel Fernandes-Lopez	;	2	,2010-10-20 08:13:08
715,Examen Ier Trimestre;1,Melton,Lori,Allemand;3,Lycée Clemenceau;5Lycée Saint Stanislas;6,Pauline Boulay	;3,1985-08-28 11:41:53
716,Examen 2eme Trimestre;2,Mcconnell,Isabel,Math;1,Notre Dame de toutes Aides;3,Jacqueline de Bruneau;7,2001-03-11 05:57:42
717,Examen 2eme Trimestre;2,Marsh,Gregory,Allemand;3,Loquidy;1,Juliette Renault;13,1972-10-29 04:24:42
718,Examen 2eme Trimestre;2,Harmon,Carl,Allemand;3,Notre Dame de toutes Aides;3,Marguerite Michel;8,2012-07-09 17:11:57
719,Examen 2eme Trimestre;2,Marshall,Brandon,Math;1,Loquidy;1,Marguerite Michel;8,1971-11-19 15:45:50
720,Examen Ier Trimestre;1,Vaughan,Mary,Math;1,Notre Dame de toutes Aides;3,Eleonore Leroy Le Giraud;14,1975-01-31 06:16:32
721,Examen Ier Trimestre;1,Cooper,Jeremy,Anglais;4,La Perverie;4,Raymond-Philippe Bernard;4,2000-08-12 23:54:17
722,Examen 2eme Trimestre;2,Peters,Victoria,Allemand;3,Lycée Clemenceau;5Lycée Saint Stanislas;6,Pauline Boulay	;3,1991-04-29 03:00:01
723,Examen 2eme Trimestre;2,Allison,Alyssa,Anglais;4,Chavagne;2,Eleonore Leroy Le Giraud;14,1988-02-23 10:49:51
724,Examen Ier Trimestre;1,Nunez,Julie,Allemand;3,Loquidy;1,Théophile-Michel Renault;12,1985-04-22 18:01:29
725,Examen 3eme Trimestre;3,Payne,James,Anglais;4,La Perverie;4,Augustin Gauthier-Allard;9,1984-08-31 20:00:28
726,Examen 3eme Trimestre;3,Walsh,Tammy,Hist-Géo;2,Lycée Clemenceau;5Lycée Saint Stanislas;6,Marguerite Michel;8,1980-05-31 23:22:52
727,Examen 3eme Trimestre;3,Martin,Jon,Math;1,Lycée Clemenceau;5Lycée Saint Stanislas;6,Jacqueline de Bruneau;7,2013-08-10 17:34:36
728,Examen 3eme Trimestre;3,Wheeler,Hunter,Francais;5,Notre Dame de toutes Aides;3,Raymond-Philippe Bernard;4,1982-12-02 00:03:50
729,Examen 2eme Trimestre;2,Fox,Elizabeth,Hist-Géo;2,Notre Dame de toutes Aides;3,Sophie Parent;11,1984-12-16 18:41:41
730,Examen Ier Trimestre;1,Horne,Laura,Anglais;4,La Perverie;4,Augustin Gauthier-Allard;9,1998-07-30 14:18:55
731,Examen Ier Trimestre;1,Fisher,Amanda,Math;1,Loquidy;1,Marcel Didier;10,1993-05-19 05:23:00
732,Examen 3eme Trimestre;3,Fischer,Jennifer,Anglais;4,Loquidy;1,Marcel Didier;10,1988-09-22 20:40:35
733,Examen Ier Trimestre;1,Morales,Carol,Anglais;4,Chavagne;2,Jacqueline de Bruneau;7,1979-11-20 01:15:56
734,Examen Ier Trimestre;1,Cox,Shannon,Francais;5,La Perverie;4,Jacqueline de Bruneau;7,1993-03-23 23:26:47
735,Examen 2eme Trimestre;2,Schmitt,Christine,Allemand;3,Notre Dame de toutes Aides;3,Corinne du Gaillard;1,2007-09-28 02:58:13
736,Examen 3eme Trimestre;3,Kent,Jennifer,Francais;5,Notre Dame de toutes Aides;3,Marcel Didier;10,1994-12-15 03:00:37
737,Examen 2eme Trimestre;2,Dixon,Whitney,Francais;5,Chavagne;2,Marcel Didier;10,1984-11-25 11:10:20
738,Examen Ier Trimestre;1,Armstrong,Joshua,Math;1,Chavagne;2,Théophile-Michel Renault;12,1986-07-26 19:30:16
739,Examen 2eme Trimestre;2,Dunn,Martha,Math;1,Chavagne;2,Théophile-Michel Renault;12,2012-06-08 19:36:41
740,Examen Ier Trimestre;1,Robertson,Diane,Allemand;3,Loquidy;1,Juliette Renault;13,1974-10-10 11:45:43
741,Examen 2eme Trimestre;2,Higgins,Daniel,Hist-Géo;2,Chavagne;2,Emmanuel Fernandes-Lopez	;	2	,1980-01-29 20:22:16
742,Examen 2eme Trimestre;2,Henry,James,Hist-Géo;2,Notre Dame de toutes Aides;3,Augustin Gauthier-Allard;9,1976-03-16 00:35:34
743,Examen 2eme Trimestre;2,Carter,Tonya,Francais;5,La Perverie;4,Marcel Didier;10,1993-12-25 20:02:32
744,Examen 2eme Trimestre;2,Kline,Cheryl,Francais;5,Notre Dame de toutes Aides;3,Pauline Boulay	;3,1982-06-13 18:35:59
745,Examen 3eme Trimestre;3,Moon,Rodney,Francais;5,Loquidy;1,Daniel Bertin-Martin;5,2001-06-25 06:47:20
746,Examen 2eme Trimestre;2,Fry,Joseph,Francais;5,Chavagne;2,Marguerite Michel;8,2018-12-24 14:30:19
747,Examen Ier Trimestre;1,Donaldson,Jonathan,Allemand;3,Chavagne;2,Juliette Renault;13,1973-10-28 00:16:23
748,Examen 2eme Trimestre;2,Williams,Adrian,Allemand;3,Loquidy;1,Augustin Gauthier-Allard;9,1990-06-08 22:46:49
749,Examen Ier Trimestre;1,Smith,Ryan,Allemand;3,La Perverie;4,Eleonore Leroy Le Giraud;14,1987-07-18 15:59:01
750,Examen Ier Trimestre;1,Love,Andrew,Math;1,La Perverie;4,Pauline Boulay	;3,1994-11-12 22:12:23
751,Examen 2eme Trimestre;2,Glover,Jesse,Francais;5,Loquidy;1,Marcel Didier;10,2022-09-16 07:23:24
752,Examen 2eme Trimestre;2,Gonzalez,Erica,Francais;5,Lycée Clemenceau;5Lycée Saint Stanislas;6,Marguerite Michel;8,1970-04-06 19:58:17
753,Examen Ier Trimestre;1,Clark,Kyle,Allemand;3,La Perverie;4,Marguerite Michel;8,2024-06-23 06:08:07
754,Examen Ier Trimestre;1,Mcgrath,Nicole,Math;1,Chavagne;2,Marcel Didier;10,1978-01-17 00:18:59
755,Examen 3eme Trimestre;3,Mathews,Jennifer,Math;1,Chavagne;2,Juliette Renault;13,2010-09-23 01:03:07
756,Examen 3eme Trimestre;3,Garcia,Melissa,Francais;5,Loquidy;1,Marcel Didier;10,1973-04-07 15:29:44
757,Examen 3eme Trimestre;3,Orr,Jeffrey,Hist-Géo;2,Chavagne;2,Emmanuel Fernandes-Lopez	;	2	,1998-05-04 22:45:51
758,Examen 3eme Trimestre;3,Miller,Jeremy,Francais;5,La Perverie;4,Augustin Gauthier-Allard;9,1984-12-26 23:16:39
759,Examen 3eme Trimestre;3,Brown,Tommy,Hist-Géo;2,Lycée Clemenceau;5Lycée Saint Stanislas;6,Marcel Didier;10,1972-03-01 23:35:55
760,Examen 2eme Trimestre;2,Jordan,Gregory,Francais;5,Chavagne;2,Corinne du Gaillard;1,1997-11-03 18:41:14
761,Examen Ier Trimestre;1,Stewart,Evan,Math;1,La Perverie;4,Marcel Didier;10,1978-02-09 15:56:58
762,Examen Ier Trimestre;1,Miller,Laura,Math;1,La Perverie;4,Sophie Parent;11,1972-05-31 11:51:21
763,Examen Ier Trimestre;1,Jimenez,Daniel,Francais;5,Loquidy;1,Pauline Boulay	;3,2001-06-19 04:37:35
